125|18|2|\N|5412
126|18|4|\N|5285
128|18|4|\N|626
130|18|1|\N|2524
134|110|2|\N|4762
139|113|2|\N|5285
141|113|3|\N|15970
143|113|1|\N|15428
144|112|2|\N|4762
145|114|1|\N|15404
147|113|1|\N|4851
148|115|1|\N|50
157|115|2|\N|4850
159|115|2|\N|4267
161|19|2|\N|15265
162|19|2|\N|4343
163|19|2|\N|4983
164|19|3|\N|3098
166|117|1|\N|4850
167|117|1|\N|743
168|117|1|\N|5209
169|117|1|\N|1549
185|116|2|\N|490
187|116|1|\N|226
188|116|1|\N|1953
191|120|2|\N|4762
1103|122|2|\N|4752
1104|122|3|\N|5285
1106|121|1|\N|5285
1107|123|2|\N|15265
1108|126|1|\N|15937
1111|118|2|\N|1953
1113|118|1|\N|50
1114|118|2|\N|626
1115|118|2|\N|834
1117|118|1|\N|14435
1119|118|2|\N|5285
1120|18|2|\N|5809
1127|127|1|\N|5991
1128|128|1|\N|50
1129|128|1|\N|16495
1130|128|1|\N|15428
1131|128|1|\N|16313
1132|129|2|\N|3101
1133|130|2|\N|243
1134|130|1|\N|15404
1135|131|1|\N|4089
1136|131|4|\N|15826
1137|131|2|\N|5089
1138|134|1|\N|15162
1139|134|1|\N|5835
1140|134|3|\N|16643
1142|135|5|\N|15150
1143|136|1|\N|5955
1145|136|1|\N|14851
1147|137|2|\N|14999
1148|137|1|\N|4838
1149|138|1|\N|3751
1150|138|1|\N|4368
1151|138|1|\N|223
1152|139|1|\N|5835
1153|140|1|\N|15779
1154|140|1|\N|15532
1155|140|1|\N|15769
1156|140|1|\N|5835
1157|141|1|\N|15511
1158|141|2|\N|1906
1159|141|2|\N|5373
1160|141|1|\N|243
1161|142|1|\N|243
1162|142|2|\N|16586
1163|142|1|\N|5423
1164|142|2|\N|5376
1165|142|2|\N|15528
1166|143|1|\N|16067
1167|143|2|\N|5376
1168|144|2|\N|15839
1169|144|3|\N|143
1170|144|5|\N|14521
1171|145|2|\N|15839
1172|145|1|\N|4850
1173|145|2|\N|12355
1174|145|1|\N|2027
1175|146|1|\N|6121
1176|146|1|\N|5011
1177|146|1|\N|1867
1178|146|2|\N|4846
1179|146|1|\N|3100
1180|147|1|\N|1867
1181|147|1|\N|4786
1182|147|2|\N|15535
1184|147|1|\N|5817
1185|148|2|\N|1816
1186|148|1|\N|16174
1187|148|1|\N|2465
1188|148|1|\N|5043
1189|149|1|\N|5171
1190|149|1|\N|5820
1191|149|1|\N|16148
1192|150|2|\N|15535
1193|150|1|\N|6212
1194|150|3|\N|17094
1195|150|1|\N|4786
1198|151|1|\N|3671
1199|151|1|\N|4926
1200|151|1|\N|3694
1201|151|1|\N|62
1202|151|1|\N|14366
1203|152|1|\N|2824
1204|152|1|\N|15839
1205|152|1|\N|243
1206|152|1|\N|5423
1207|153|2|\N|5892
1208|153|1|\N|15556
1209|153|1|\N|5375
1210|153|1|\N|15181
1211|153|1|\N|16195
1212|153|1|\N|6297
1213|154|1|\N|12342
1214|154|1|\N|3056
1215|154|1|\N|15729
1216|154|1|\N|6121
1217|154|1|\N|6213
1218|154|1|\N|3120
1219|155|1|\N|2036
1220|155|1|\N|15769
1221|156|1|\N|1519
1222|156|1|\N|5412
1223|157|1|\N|14890
1224|157|1|\N|15900
1225|157|1|\N|15720
1226|157|1|\N|5374
1227|158|1|\N|5667
1228|158|1|\N|5383
