1|26|736085445053
3|28|7756054168960
4|29|7703323501072
5|30|7896255746113
6|31|7896255702911
7|33|7790440450604
8|34|7790440450703
9|35|7790440450635
10|36|7790440496732
11|37|678112254163
12|38|7703186360601
13|39|7703186585110
14|40|7790440699218
15|41|7591142000575
16|43|7703186568212
17|44|7591519004007
18|45|7592601200161
19|46|7592601200147
20|47|7592601200154
21|48|7591142000605
22|49|5013158766785
23|50|7591142000247
24|51|7591142000230
25|52|7591142000223
26|56|7703186442925
27|57|7703186443014
28|58|7703186446305
29|59|7591142000599
30|60|7896255700986
31|62|7790440395028
32|64|7790440320716
33|66|7790440321447
34|67|7790440429976
35|68|7591142000810
36|69|7798092890120
37|70|7703186027276
38|71|7591142000858
1631|2008|7592262000360
1632|2011|7896212421732
1633|2012|7896212421725
1634|2014|7592262000544
1637|2021|7501109908318
1638|2022|7501109908301
1639|2023|7501109900558
1642|2026|7501109908141
1644|2028|7592262000308
1645|2029|7592262000315
1646|2030|7592262000414
1647|2031|7592262000261
1650|2034|7501109910212
1651|2036|7501100089016
1654|2040|7591844000064
1655|2049|9652939
1656|2050|7590030000161
1657|2051|7590030001694
1658|2052|7591585178237
1659|2053|7590030000192
1660|2056|7590030001885
1661|2057|7592229002154
1662|2059|7590030001953
1663|2060|7590030000796
1664|2063|7590030001779
1665|2065|7590030000895
1666|2066|7590030000949
1667|2067|7590030001014
1668|2070|7592773000675
1669|2076|7590030001274
1670|2081|7590030001533
1671|2082|7591136009225
1672|2085|7590030001571
1673|2086|7590030001625
1674|2088|7592205000020
1675|2089|7594000260081
1676|2090|7592616007021
1677|2091|7594002080014
1678|2093|7590027002055
1679|2094|7594002080045
1680|2095|7594002080052
1681|2096|7592348200516
1682|2097|7590027001669
1683|2098|7591585176653
1684|2100|7592454102100
1685|2101|7591519006261
1686|2102|7591585171634
1687|2104|7592454102001
1688|2105|7591519005639
1689|2106|7591585271631
1690|2107|7591619501048
1691|2108|7591585171450
1692|2113|7591955001080
1693|2117|7703153003883
1694|2120|7592454120364
1695|2121|7591619502014
1696|2124|7592454120357
1697|2125|7592454120371
1698|2126|7669892220588
1699|2127|7592601300502
1700|2128|7592454000130
1701|2129|7592454110143
1702|2130|7591585978745
1703|2131|7591585178947
1704|2135|7594002080106
1705|2137|7592454120203
1706|2138|7592616006017
1707|2141|7592616027012
1708|2143|7591585171764
1709|2145|7591585171740
1710|2149|7592454886994
1711|2153|7594001330660
1712|2158|7591585178169
1713|2160|7591585278166
1714|2163|7703763070282
1715|2164|7591585170491
1716|2165|7592616026015
1717|2167|7591585170514
1718|2168|7702605201495
1719|2169|7591585173188
1720|2170|7591585173195
1721|2173|7703763060290
1722|2174|7591585170538
1723|2176|7591585170569
1724|2177|7591585177926
1725|2178|7591585170613
1726|2180|7591020000765
1727|2181|7591020000772
1728|2183|7591585174673
1729|2185|7591585375018
1730|2186|7591585175014
1731|2187|7591585275028
1732|2189|7591585175021
1733|2193|7591585175250
1734|2194|7591585175205
1735|2195|7591585973436
1736|2196|7703763200641
1737|2197|7703763200900
1738|2199|7591585179463
1739|2200|7591585379467
1740|2202|7703763700318
1741|2203|7703763700325
1742|2205|7703763700219
1743|2207|7591519007800
1744|2208|7591818139004
1745|2211|7702605201181
1746|2212|7702605202072
1747|2213|7591196000040
1748|2216|7591519005677
1749|2217|7591519005660
1750|2218|7592348204002
1751|2219|7591818132029
1752|2221|7591096000133
1753|2222|7591096000898
1754|2228|8470002395824
1755|2229|7591585176516
1756|2230|7591585176509
1757|2232|7591585170163
1758|2233|7591585270160
1759|2237|7703153003937
1760|2238|7591585978264
1761|2240|7591519007053
1762|2241|7591585175649
1763|2243|7591585175656
1764|2244|7591519007633
1765|2245|7702605201419
1766|2246|7702605201471
1767|2247|7594002080434
1768|2248|7703763520190
1769|2249|7703763180233
1770|2250|7591585370228
1771|2251|7591585270221
1772|2252|7592020114346
1773|2253|7702605201679
1774|2254|7591585170279
1775|2255|7594002080366
1776|2257|7591585170910
1777|2259|7702605201396
1778|2260|7591585173874
1779|2261|7594000490242
2937|4008|7730698000312
2938|4010|7591619102023
2939|4011|7591619102016
2940|4012|7730698003429
2941|4013|7730698003412
2942|4014|7730698003405
2943|4015|7703332003031
2944|4018|7591619126012
2945|4022|7730698000084
2946|4023|7730698000091
2947|4024|7795368001747
2948|4025|7591619129037
2949|4026|7591619129044
2950|4027|7591619129013
2951|4028|7730698001418
2952|4029|7795368054101
2953|4030|7730698003542
2954|4032|7501094914332
2955|4033|7795345011264
2956|4034|7703332003550
2957|4036|7592349685695
2958|4037|7591619135021
2959|4038|7730698000152
2960|4039|7730698006093
2961|4040|7730698002699
2963|4042|7795368001730
2964|4043|7795368001761
2965|4044|7795368001846
2966|4045|7795368001785
2967|4046|7795368001792
2968|4047|7795368054682
2969|4048|7591955002278
2970|4049|4104480705113
2971|4050|7730698000275
2972|4051|7730698000282
2973|4055|7591955000748
2974|4056|7591955000731
2975|4057|7591955000724
2976|4059|7730698394138
2977|4060|7730698394183
2978|4061|7730698394176
2981|4064|7591955000854
2983|4066|7591955001622
2984|4070|7730698000879
2985|4071|7730698002682
2986|4074|7730698001036
2987|4075|7730698003764
2988|4076|7730698001043
2989|4077|7730698003771
2990|4078|7460536521128
2991|4079|7591619515014
2992|4080|7591619515021
2993|4082|7591619516028
2994|4083|7591619516035
2995|4084|7591955002339
2996|4085|9587298
2998|4087|7592788000240
2999|4088|7592788000370
3000|4089|7592788000035
3001|4090|7592788000042
3002|4091|7592788000134
3003|4092|7592788000059
3004|4093|7592788000066
3006|4095|7592788000080
3007|4096|7592788000127
3008|4097|7592788000097
3009|4098|7592788000103
3010|4099|7592788000158
3011|4101|7590027000020
3012|4103|7590027000099
3013|4104|7591519000061
3014|4105|7590027001775
3015|4107|7590027000150
3016|4108|7590027000167
3017|4110|7590027000204
3018|4112|7591392802769
3019|4113|7590027001164
3020|4114|7590027000259
3021|4115|7590027000266
3022|4116|7590027000280
3023|4117|7591808000031
3024|4120|7592616107011
3025|4121|7590027000389
3026|4123|7590027000501
3027|4125|7593212000010
3028|4126|7590027000563
3029|4127|7591818116111
3030|4128|7590027000631
3031|4130|7590027000600
3032|4131|7590027000679
3033|4132|7590027000662
3034|4133|736674030028
3035|4134|736674030011
3036|4135|7590027000716
3038|4142|7501406823000
3039|4143|7501406827008
3040|4144|7501406827206
3041|4146|7501406803002
3042|4147|7501406817009
3043|4148|7501406813001
3044|4149|7501406804047
3045|4150|7501406830206
3046|4151|7501406808007
3047|4152|7501406809011
3048|4154|7501406814008
3049|4155|7501406812165
3050|4156|7501406812172
3051|4157|7501406812189
3052|4158|7501406825004
3053|4159|7501406825011
3054|4160|7501406825028
3055|4161|7501406818006
3057|4163|7591020000628
3058|4165|7591020005296
3059|4166|7591020005302
3060|4167|7591020005319
3061|4168|7591020000710
3062|4169|7591020008082
3063|4170|7591020000741
3064|4171|7591020000758
3065|4173|7591020000819
3066|4174|7591020000826
3067|4175|7591020007825
3069|4177|7591020000994
3070|4178|7591020001021
3071|4179|7591020001069
3072|4180|7591020001076
3073|4181|7591020001045
3074|4182|7591020001052
3075|4183|7591020001106
3076|4185|7591020001113
3077|4186|7591020003445
3078|4187|7591020005012
3079|4188|7591020006484
3080|4189|7591020005029
3081|4191|7591020001182
3082|4192|7591020001199
3083|4193|7591020001281
3084|4194|7591020001274
