0|21|21|21
0|22|22|21
0|23|23|23
0|24|24|24
0|25|25|26
0|26|26|27
0|27|27|27
0|28|28|28
0|29|29|29
0|211|211|211
0|212|212|212
0|213|213|213
0|214|214|214
0|215|215|215
0|216|216|215
0|218|218|216
0|219|219|216
50.12|220|220|217
100.03|221|221|217
200.12|222|222|217
67.23|223|223|217
0|224|224|218
0|225|225|219
0|227|227|220
0|228|228|221
0|229|229|222
0|230|230|223
0|231|231|224
0|232|232|224
0|233|233|225
0|234|234|226
0|235|235|227
0|236|236|227
0|237|237|228
0|238|238|226
0|239|239|229
0|240|240|230
0|241|241|231
0|242|242|232
0|243|243|233
0|244|244|234
0|245|245|234
298.11|246|246|235
331.86|247|247|235
535.54|248|248|236
53.84|249|249|236
114.05|250|250|237
114.05|251|251|237
101.05|252|252|237
101.05|253|253|237
162.77|254|254|238
188.58|255|255|238
67.46|256|256|239
121.45|257|257|239
121.45|258|258|239
0|259|259|240
0|260|260|240
0|261|261|240
0|262|262|241
0|263|263|241
0|264|264|241
58.15|265|265|242
0|266|266|243
191.57|267|267|244
583|268|268|245
165.88|269|269|246
4.8|270|270|246
125.04|271|271|246
129.62|272|272|247
129.62|273|273|247
31.02|274|274|248
38.04|275|275|248
20.52|276|276|248
0|277|277|249
0|278|278|249
0|279|279|250
0|280|280|251
51.72|281|281|252
72.54|282|282|252
0|283|283|253
0|284|284|254
0|285|285|254
0|286|286|254
0|287|287|255
0|288|288|256
0|289|289|256
0|290|290|257
0|291|291|258
0|292|292|258
0|293|293|258
0|294|294|258
0|295|295|259
0|296|296|259
0|297|297|260
0|298|298|261
0|299|299|262
0|2100|2100|263
0|2101|2101|264
0|2102|2102|265
0|2103|2103|267
0|2104|2104|267
0|2105|2105|269
0|2106|2106|270
0|2108|2108|266
0|2109|2109|271
0|2110|2110|271
279.47|2111|2111|274
166.64|2112|2112|276
7.5|2113|2113|272
56.88|2114|2114|273
216.85|2115|2115|275
435.58|2116|2116|276
8.41|2117|2117|275
313.19|2118|2118|273
128.05|2119|2119|273
166.64|2120|2120|277
0|2121|2121|278
0|2122|2122|279
0|2123|2123|279
0|2125|2125|280
0|2126|2126|280
0|2127|2127|280
0|2128|2128|281
0|2129|2129|281
0|2130|2130|282
0|2132|2132|284
0|2133|2133|285
0|2134|2134|286
0|2135|2135|287
0|2136|2136|287
0|2137|2137|288
0|2138|2138|289
273.96|2139|2139|290
0|2140|2140|291
0|2141|2141|292
0|2142|2142|293
0|2143|2143|294
0|2144|2144|295
0|2145|2145|296
0|2146|2146|297
0|2147|2147|298
0|2148|2148|299
0|2149|2149|2101
0|2150|2150|2101
0|2151|2151|2100
0|2152|2152|2100
0|2153|2153|2101
0|2154|2154|2100
0|2155|2155|2102
0|2156|2156|2103
0|2157|2157|2103
0|2158|2158|2104
0|2159|2159|2105
0|2160|2160|2106
312.73|2161|2161|2107
109.04|2162|2162|2108
312.73|2163|2163|2107
109.04|2164|2164|2108
0|2165|2165|2109
0|2166|2166|2110
0|2167|2167|2110
0|2168|2168|2111
0|2169|2169|2111
0|2170|2170|2112
0|2171|2171|2112
0|2172|2172|2112
0|2173|2173|2113
0|2174|2174|2114
0|2175|2175|2115
0|2176|2176|2115
0|2177|2177|2116
0|2178|2178|2118
0|2179|2179|2119
0|2180|2180|2119
0|2181|2181|2119
0|2183|2183|2119
0|2184|2184|2121
0|2185|2185|2121
0|2186|2186|2121
0|2187|2187|2122
0|2188|2188|2123
0|2189|2189|2124
0|2190|2190|2125
0|2191|2191|2126
0|2192|2192|2127
0|2193|2193|2127
0|2194|2194|2128
0|2195|2195|2128
0|2196|2196|2129
0|2197|2197|2130
0|2198|2198|2131
0|2199|2199|2132
0|2200|2200|2132
0|2201|2201|2133
0|2202|2202|2134
0|2203|2203|2135
0|2204|2204|2135
0|2205|2205|2136
0|2206|2206|2137
0|2207|2207|2138
0|2208|2208|2139
0|2209|2209|2140
0|2210|2210|2141
0|2211|2211|2141
331.86|2212|2212|2142
0|2213|2213|2143
0|2214|2214|2144
0|2215|2215|2145
0|2216|2216|2145
0|2217|2217|2145
0|2218|2218|2146
0|2219|2219|2146
0|2220|2220|2146
239.74|2221|2221|2147
0|2222|2222|2148
0|2223|2223|2149
0|2224|2224|2150
0|2225|2225|2150
0|2226|2226|2151
0|2227|2227|2151
0|2228|2228|2152
0|2229|2229|2152
0|2230|2230|2152
0|2231|2231|2153
0|2232|2232|2156
0|2233|2233|2157
0|2234|2234|2158
0|2235|2235|2159
0|2236|2236|2160
0|2237|2237|2160
0|2238|2238|2162
0|2239|2239|2162
0|2240|2240|2162
0|2241|2241|2161
0|2242|2242|2163
0|2243|2243|2164
0|2244|2244|2165
0|2245|2245|2165
0|2246|2246|2166
0|2247|2247|2166
0|2248|2248|2167
0|2249|2249|2167
0|2252|2252|2169
0|2253|2253|2169
0|2254|2254|2170
0|2255|2255|2170
0|2256|2256|2171
0|2257|2257|2172
0|2258|2258|2174
0|2259|2259|2175
0|2260|2260|2176
0|2261|2261|2177
0|2262|2262|2178
0|2263|2263|2179
0|2264|2264|2179
0|2265|2265|2179
0|2266|2266|2180
0|2267|2267|2181
0|2268|2268|2181
0|2269|2269|2182
0|2270|2270|2182
0|2271|2271|2182
0|2272|2272|2183
0|2273|2273|2184
