148|"E2"|193
375|"E2"|497
538|"E2"|8563
723|"E2"|8916
724|"E2"|8918
807|"E2"|9054
1194|"E2"|9704
1984|"E2"|10921
2814|"E2"|9755
2815|"E2"|11180
2816|"E2"|9033
2817|"E2"|396
3427|"E2"|11756
3440|"E2"|11763
3555|"E2"|11026
3836|"E2"|11803
4093|"E2"|158
4288|"E2"|12104
4311|"E2"|12118
4410|"E2"|12190
4416|"E2"|12196
5509|"E2"|12561
5622|"E2"|12633
174|"E3"|226
862|"E3"|9139
1052|"E3"|9456
1871|"E3"|10800
2030|"E3"|10971
4369|"E3"|12161
4501|"E3"|12261
4505|"E3"|12264
4512|"E3"|12270
4528|"E3"|12281
5134|"E3"|10721
5194|"E3"|12298
5462|"E3"|12528
92|"E4"|121
429|"E4"|2552
460|"E4"|6493
744|"E4"|8945
1637|"E4"|10524
1740|"E4"|10657
1853|"E4"|10782
1874|"E4"|10803
2077|"E4"|11029
2818|"E4"|11444
2819|"E4"|11445
4539|"E4"|12286
424|"E5"|2543
499|"E5"|8508
512|"E5"|8529
591|"E5"|8672
617|"E5"|8718
638|"E5"|8749
748|"E5"|8955
805|"E5"|9051
873|"E5"|9163
949|"E5"|9287
1360|"E5"|10042
1471|"E5"|10286
1489|"E5"|10324
1656|"E5"|10551
2078|"E5"|11030
2079|"E5"|11031
2080|"E5"|11032
2081|"E5"|11033
2082|"E5"|11034
2083|"E5"|11035
2084|"E5"|11036
2085|"E5"|11037
2086|"E5"|11038
2087|"E5"|11039
2088|"E5"|11040
2089|"E5"|11041
2090|"E5"|11042
2091|"E5"|11043
2821|"E5"|10548
2822|"E5"|10087
2823|"E5"|10476
2824|"E5"|11293
2825|"E5"|11294
2826|"E5"|11292
3839|"E5"|11806
5465|"E5"|12531
5466|"E5"|12532
5488|"E5"|12550
284|"E6"|366
736|"E6"|8933
1143|"E6"|9603
1167|"E6"|9653
1280|"E6"|9860
1365|"E6"|10048
1983|"E6"|10920
3426|"E6"|11756
152|"E7"|199
240|"E7"|311
260|"E7"|337
261|"E7"|338
628|"E7"|8736
670|"E7"|8827
844|"E7"|9110
1064|"E7"|9474
1074|"E7"|9489
1461|"E7"|10257
1651|"E7"|10542
3423|"E7"|10484
3424|"E7"|11755
3425|"E7"|11756
3647|"E7"|11793
5470|"E7"|12536
239|"E8"|310
263|"E8"|340
264|"E8"|341
448|"E8"|4513
472|"E8"|6512
488|"E8"|8489
551|"E8"|8580
601|"E8"|8695
672|"E8"|8830
741|"E8"|8940
827|"E8"|9084
835|"E8"|9097
973|"E8"|9328
1053|"E8"|9457
1061|"E8"|9469
1078|"E8"|9494
1156|"E8"|9627
1160|"E8"|9632
1209|"E8"|9733
1229|"E8"|9778
1237|"E8"|9792
1295|"E8"|9894
1304|"E8"|9911
1336|"E8"|10005
1372|"E8"|10056
1404|"E8"|10133
1464|"E8"|10272
1678|"E8"|10577
1720|"E8"|10628
1751|"E8"|10672
1792|"E8"|10717
1829|"E8"|10756
2092|"E8"|11044
3431|"E8"|11758
3433|"E8"|11759
3840|"E8"|11807
4330|"E8"|12131
4343|"E8"|12140
4494|"E8"|12257
5251|"E8"|12334
5252|"E8"|12335
5467|"E8"|12533
5468|"E8"|12534
5469|"E8"|12535
5471|"E8"|12537
5472|"E8"|12538
5473|"E8"|12539
5474|"E8"|12540
5475|"E8"|12541
5476|"E8"|12542
5477|"E8"|12543
5553|"E8"|12584
5595|"E8"|12613
5598|"E8"|12616
172|"F1"|224
266|"F1"|343
268|"F1"|345
525|"F1"|8547
537|"F1"|8561
542|"F1"|8567
544|"F1"|8569
548|"F1"|8577
585|"F1"|8664
641|"F1"|8753
686|"F1"|8855
687|"F1"|8856
713|"F1"|8899
727|"F1"|8922
737|"F1"|8934
847|"F1"|9116
912|"F1"|9234
1036|"F1"|9434
1040|"F1"|9438
1089|"F1"|9515
1102|"F1"|9535
1104|"F1"|9537
1189|"F1"|9696
1207|"F1"|9729
1263|"F1"|9834
1312|"F1"|9940
1337|"F1"|10006
1405|"F1"|10134
1478|"F1"|10299
1872|"F1"|10801
2016|"F1"|10954
5253|"F1"|12336
5479|"F1"|12544
5480|"F1"|12545
195|"F2"|250
476|"F2"|6519
593|"F2"|8674
1349|"F2"|10025
1869|"F2"|10798
1878|"F2"|10807
1880|"F2"|10809
3843|"F2"|11809
144|"F3"|183
450|"F3"|4516
540|"F3"|8565
658|"F3"|8798
743|"F3"|8944
1008|"F3"|9385
1484|"F3"|10314
1993|"F3"|10930
3844|"F3"|11810
3845|"F3"|11811
5481|"F3"|12546
87|"F4"|116
436|"F4"|4491
504|"F4"|8517
516|"F4"|8534
767|"F4"|8995
801|"F4"|9046
852|"F4"|9123
855|"F4"|9127
986|"F4"|9347
1068|"F4"|9480
1073|"F4"|9487
1090|"F4"|9517
1205|"F4"|9726
1278|"F4"|9857
1699|"F4"|10600
1855|"F4"|10784
4347|"F4"|12142
5482|"F4"|12547
5533|"F4"|12572
5534|"F4"|12573
283|"F6"|365
408|"F6"|2519
440|"F6"|4498
650|"F6"|8774
769|"F6"|8998
819|"F6"|9070
830|"F6"|9088
858|"F6"|9132
887|"F6"|9194
978|"F6"|9337
979|"F6"|9338
982|"F6"|9341
995|"F6"|9362
1013|"F6"|9396
1065|"F6"|9475
1071|"F6"|9485
1157|"F6"|9629
1217|"F6"|9753
1373|"F6"|10058
1473|"F6"|10289
1667|"F6"|10563
1668|"F6"|10564
1734|"F6"|10643
1783|"F6"|10707
1873|"F6"|10802
3850|"F6"|11816
3851|"F6"|11817
3852|"F6"|11818
3853|"F6"|11819
326|"F7"|419
1666|"F7"|10561
2093|"F7"|11045
2094|"F7"|11046
2095|"F7"|11047
2828|"F7"|10791
3411|"F7"|9489
3414|"F7"|9474
3415|"F7"|337
3420|"F7"|9110
3854|"F7"|11820
690|"F8"|8860
766|"F8"|8994
928|"F8"|9254
965|"F8"|9307
992|"F8"|9356
1023|"F8"|9412
1027|"F8"|9420
1080|"F8"|9499
1343|"F8"|10016
1393|"F8"|10097
1657|"F8"|10552
1876|"F8"|10805
1879|"F8"|10808
3855|"F8"|11821
3856|"F8"|11822
3857|"F8"|11823
4226|"F8"|12071
4227|"F8"|10811
4258|"F8"|12085
4338|"F8"|12136
376|"F9"|501
468|"F9"|6505
800|"F9"|9045
879|"F9"|9175
925|"F9"|9251
1038|"F9"|9436
1085|"F9"|9507
1133|"F9"|9584
1236|"F9"|9791
1255|"F9"|9823
1300|"F9"|9902
1346|"F9"|10021
1463|"F9"|10270
1882|"F9"|10811
1884|"F9"|10813
3410|"F9"|10257
3429|"F9"|8580
3858|"F9"|11824
4257|"F9"|12085
4337|"F9"|12136
5536|"F9"|12575
5537|"F9"|12576
3|"G"|11
57|"G"|80
58|"G"|81
71|"G"|94
74|"G"|97
75|"G"|98
76|"G"|99
97|"G"|126
98|"G"|127
111|"G"|144
170|"G"|222
171|"G"|223
178|"G"|230
187|"G"|239
233|"G"|302
270|"G"|348
272|"G"|350
282|"G"|364
286|"G"|368
289|"G"|371
293|"G"|375
294|"G"|376
295|"G"|377
301|"G"|385
303|"G"|388
349|"G"|455
385|"G"|515
387|"G"|517
401|"G"|2509
441|"G"|4499
444|"G"|4507
455|"G"|6486
457|"G"|6489
533|"G"|8556
534|"G"|8557
539|"G"|8564
547|"G"|8573
625|"G"|8732
642|"G"|8754
657|"G"|8796
682|"G"|8851
695|"G"|8873
709|"G"|8894
717|"G"|8905
745|"G"|8948
789|"G"|9029
790|"G"|9030
793|"G"|9033
803|"G"|9049
841|"G"|9105
846|"G"|9113
850|"G"|9121
854|"G"|9126
891|"G"|9199
898|"G"|9208
930|"G"|9257
935|"G"|9268
941|"G"|9277
943|"G"|9279
948|"G"|9286
955|"G"|9294
964|"G"|9305
977|"G"|9336
990|"G"|9354
991|"G"|9355
1007|"G"|9383
1016|"G"|9400
1039|"G"|9437
1043|"G"|9442
1047|"G"|9449
1050|"G"|9452
1066|"G"|9476
1086|"G"|9510
1117|"G"|9560
1122|"G"|9571
1127|"G"|9576
1132|"G"|9582
1140|"G"|9599
1147|"G"|9609
1153|"G"|9620
1242|"G"|9803
1309|"G"|9932
1350|"G"|10027
1358|"G"|10040
1367|"G"|10050
1380|"G"|10069
1386|"G"|10081
1413|"G"|10147
1417|"G"|10153
1430|"G"|10179
1448|"G"|10230
1477|"G"|10298
1487|"G"|10321
1488|"G"|10323
1494|"G"|10331
1502|"G"|10343
1503|"G"|10344
1505|"G"|10346
1560|"G"|10431
1579|"G"|10456
1580|"G"|10458
1592|"G"|10475
1603|"G"|10489
1613|"G"|10498
1650|"G"|10541
1663|"G"|10558
1691|"G"|10590
1723|"G"|10631
1724|"G"|10632
1730|"G"|10639
1738|"G"|10654
1741|"G"|10658
1760|"G"|10683
1767|"G"|10691
1833|"G"|10761
1834|"G"|10762
1859|"G"|10788
1989|"G"|10926
1990|"G"|10927
2096|"G"|11048
2097|"G"|11049
2098|"G"|11050
2099|"G"|11051
2100|"G"|11052
2101|"G"|11053
2829|"G"|11324
2830|"G"|10740
2831|"G"|11319
2832|"G"|2482
2833|"G"|10450
2834|"G"|11665
2835|"G"|10953
2836|"G"|8522
2837|"G"|11326
2838|"G"|11321
2839|"G"|11133
2840|"G"|10713
2841|"G"|10038
2842|"G"|11318
2843|"G"|11327
2844|"G"|11325
2845|"G"|11320
2846|"G"|9767
2847|"G"|11322
2848|"G"|11134
2851|"G"|11328
2852|"G"|9040
2853|"G"|11667
2854|"G"|11631
2855|"G"|11639
2856|"G"|11698
2857|"G"|11691
2858|"G"|11628
2859|"G"|11683
2861|"G"|11666
2862|"G"|11702
2863|"G"|11668
2864|"G"|10965
3412|"G"|9474
3416|"G"|337
3419|"G"|9110
3483|"G"|8986
3487|"G"|9125
3567|"G"|17
3568|"G"|9017
3622|"G"|9615
3641|"G"|224
3841|"G"|11808
3859|"G"|11825
3860|"G"|11826
3861|"G"|11827
3862|"G"|11828
3863|"G"|11829
3864|"G"|11830
3865|"G"|11831
3866|"G"|11832
3867|"G"|11833
3868|"G"|11834
3869|"G"|11835
3870|"G"|11836
3871|"G"|11837
3872|"G"|11838
4320|"G"|12124
4352|"G"|12146
4362|"G"|12155
4364|"G"|12156
4374|"G"|12164
4409|"G"|12190
4499|"G"|12260
5129|"G"|8885
5209|"G"|12307
5210|"G"|12304
5212|"G"|12308
5254|"G"|12337
5484|"G"|12548
5486|"G"|12549
5487|"G"|12550
5489|"G"|12551
5491|"G"|12552
5494|"G"|12553
5496|"G"|12554
5498|"G"|12555
5500|"G"|12556
5538|"G"|12577
5542|"G"|12578
5546|"G"|12580
5547|"G"|12581
5548|"G"|12582
5550|"G"|12583
5552|"G"|12584
5555|"G"|12586
5601|"G"|12618
5612|"G"|12626
5614|"G"|12627
5657|"G"|12660
22|"H1"|33
23|"H1"|34
39|"H1"|51
61|"H1"|84
62|"H1"|85
63|"H1"|86
128|"H1"|163
129|"H1"|164
136|"H1"|174
138|"H1"|176
147|"H1"|190
198|"H1"|255
218|"H1"|283
234|"H1"|303
276|"H1"|355
305|"H1"|390
308|"H1"|394
310|"H1"|396
311|"H1"|397
312|"H1"|398
416|"H1"|2532
417|"H1"|2533
446|"H1"|4510
452|"H1"|6483
505|"H1"|8520
509|"H1"|8526
520|"H1"|8540
535|"H1"|8558
553|"H1"|8583
616|"H1"|8717
651|"H1"|8775
688|"H1"|8858
733|"H1"|8930
738|"H1"|8936
752|"H1"|8964
753|"H1"|8974
761|"H1"|8985
762|"H1"|8987
826|"H1"|9082
851|"H1"|9122
853|"H1"|9124
863|"H1"|9140
869|"H1"|9153
899|"H1"|9209
917|"H1"|9238
924|"H1"|9247
927|"H1"|9253
934|"H1"|9262
972|"H1"|9323
985|"H1"|9346
996|"H1"|9364
1009|"H1"|9387
1045|"H1"|9445
1054|"H1"|9458
1060|"H1"|9466
1081|"H1"|9502
1084|"H1"|9506
1091|"H1"|9520
1163|"H1"|9645
1175|"H1"|9669
1183|"H1"|9684
1184|"H1"|9689
1190|"H1"|9700
1200|"H1"|9719
1202|"H1"|9721
1224|"H1"|9766
1228|"H1"|9777
1234|"H1"|9789
1252|"H1"|9820
1256|"H1"|9824
1273|"H1"|9850
1285|"H1"|9872
1296|"H1"|9896
1302|"H1"|9909
1310|"H1"|9936
1311|"H1"|9939
1318|"H1"|9957
1320|"H1"|9961
1338|"H1"|10010
1356|"H1"|10037
1359|"H1"|10041
1382|"H1"|10072
1392|"H1"|10096
1396|"H1"|10109
1397|"H1"|10112
1403|"H1"|10132
1460|"H1"|10256
1495|"H1"|10332
1548|"H1"|10417
1550|"H1"|10419
1552|"H1"|10421
1555|"H1"|10424
1649|"H1"|10539
1665|"H1"|10560
1819|"H1"|10746
1821|"H1"|10748
1822|"H1"|10749
1837|"H1"|10765
1875|"H1"|10804
2102|"H1"|11054
2103|"H1"|11055
2104|"H1"|11056
2105|"H1"|11057
2106|"H1"|11058
2882|"H1"|10158
2883|"H1"|11333
2884|"H1"|11329
2885|"H1"|10737
2886|"H1"|8992
2887|"H1"|11332
2888|"H1"|10615
2889|"H1"|10928
2890|"H1"|11309
2891|"H1"|10685
2892|"H1"|206
2893|"H1"|11330
2894|"H1"|11331
2895|"H1"|11335
2896|"H1"|9240
2897|"H1"|11340
2898|"H1"|10673
2899|"H1"|8673
2900|"H1"|11339
2901|"H1"|11337
2902|"H1"|11338
2903|"H1"|11336
2905|"H1"|9893
2906|"H1"|11334
2907|"H1"|11714
2909|"H1"|11304
2910|"H1"|10884
2911|"H1"|10770
3413|"H1"|9474
3417|"H1"|337
3421|"H1"|9110
3590|"H1"|11781
3629|"H1"|371
3683|"H1"|11798
3824|"H1"|10691
3873|"H1"|11839
3875|"H1"|11841
4210|"H1"|12058
4285|"H1"|12102
4328|"H1"|12129
4332|"H1"|12133
4342|"H1"|12139
4355|"H1"|12148
4365|"H1"|12157
4366|"H1"|12158
4367|"H1"|12159
4382|"H1"|12171
4401|"H1"|12183
4425|"H1"|12205
4441|"H1"|12217
5136|"H1"|79
5164|"H1"|10508
5207|"H1"|12306
5220|"H1"|12312
5256|"H1"|12339
5257|"H1"|12340
5258|"H1"|12341
5259|"H1"|12342
5260|"H1"|12343
5261|"H1"|12344
5262|"H1"|12345
5263|"H1"|12346
5264|"H1"|12347
5265|"H1"|12348
5266|"H1"|12349
5428|"H1"|12504
5502|"H1"|12557
5504|"H1"|12558
5506|"H1"|12559
5508|"H1"|12560
5510|"H1"|12561
5558|"H1"|12588
5564|"H1"|12592
5566|"H1"|12593
5567|"H1"|12594
5568|"H1"|12595
5569|"H1"|12596
5570|"H1"|12597
5571|"H1"|12598
5578|"H1"|12602
5581|"H1"|12604
5582|"H1"|12605
5585|"H1"|12607
5586|"H1"|12608
291|"H2"|373
317|"H2"|405
554|"H2"|8587
594|"H2"|8675
653|"H2"|8783
689|"H2"|8859
750|"H2"|8960
987|"H2"|9350
1182|"H2"|9682
1286|"H2"|9874
1339|"H2"|10011
1482|"H2"|10311
1504|"H2"|10345
1569|"H2"|10443
1571|"H2"|10445
1661|"H2"|10556
1662|"H2"|10557
1664|"H2"|10559
1759|"H2"|10682
1832|"H2"|10760
2107|"H2"|11059
2108|"H2"|11060
2920|"H2"|9353
3876|"H2"|11842
4248|"H2"|12080
5267|"H2"|12350
5268|"H2"|12351
5269|"H2"|12352
5270|"H2"|12353
5592|"H2"|12611
5593|"H2"|12612
5594|"H2"|12614
5597|"H2"|12615
112|"H2A"|145
318|"H2A"|406
320|"H2A"|411
374|"H2A"|494
522|"H2A"|8542
576|"H2A"|8639
696|"H2A"|8874
735|"H2A"|8932
747|"H2A"|8953
909|"H2A"|9227
1003|"H2A"|9376
1032|"H2A"|9429
1119|"H2A"|9566
1151|"H2A"|9615
1171|"H2A"|9660
1185|"H2A"|9691
1243|"H2A"|9804
1652|"H2A"|10543
2928|"H2A"|11341
2929|"H2A"|11342
2930|"H2A"|11737
2931|"H2A"|11168
2932|"H2A"|11345
2933|"H2A"|11348
2934|"H2A"|11343
2935|"H2A"|11346
2936|"H2A"|11347
2937|"H2A"|11344
2939|"H2A"|10317
3461|"H2A"|475
3592|"H2A"|10637
3625|"H2A"|6490
3626|"H2A"|8712
3627|"H2A"|8881
3628|"H2A"|10369
3877|"H2A"|11843
5239|"H2A"|12324
5271|"H2A"|12354
5515|"H2A"|12563
5600|"H2A"|12617
5605|"H2A"|12620
5606|"H2A"|12621
5609|"H2A"|12623
5610|"H2A"|12624
206|"I1"|268
604|"I1"|8702
1638|"I1"|10526
1639|"I1"|10527
2109|"I1"|11061
2110|"I1"|11062
81|"I2"|104
90|"I2"|119
168|"I2"|218
199|"I2"|261
253|"I2"|326
274|"I2"|353
296|"I2"|378
300|"I2"|383
313|"I2"|399
325|"I2"|418
421|"I2"|2538
478|"I2"|6521
489|"I2"|8490
518|"I2"|8538
555|"I2"|8589
572|"I2"|8628
586|"I2"|8665
661|"I2"|8807
668|"I2"|8825
715|"I2"|8903
785|"I2"|9021
842|"I2"|9106
900|"I2"|9210
1010|"I2"|9388
1075|"I2"|9490
1095|"I2"|9526
1126|"I2"|9575
1162|"I2"|9641
1210|"I2"|9734
1247|"I2"|9810
1251|"I2"|9818
1271|"I2"|9847
1314|"I2"|9945
1411|"I2"|10145
1492|"I2"|10329
1507|"I2"|10348
1640|"I2"|10528
2111|"I2"|11063
2112|"I2"|11064
2113|"I2"|11065
2114|"I2"|11066
2120|"I2"|11072
2940|"I2"|10296
2941|"I2"|11359
2942|"I2"|11356
2943|"I2"|11357
2944|"I2"|11355
2945|"I2"|10330
2946|"I2"|11301
2947|"I2"|8693
2948|"I2"|11358
2949|"I2"|11646
2950|"I2"|10736
2954|"I2"|9543
3579|"I2"|11773
3878|"I2"|11844
3879|"I2"|11845
3880|"I2"|11846
3881|"I2"|11847
3882|"I2"|11848
4282|"I2"|12101
5272|"I2"|12355
5273|"I2"|12356
5611|"I2"|12625
5619|"I2"|12630
5620|"I2"|12631
5621|"I2"|12632
5624|"I2"|12634
5627|"I2"|12636
5628|"I2"|12637
235|"I3"|304
238|"I3"|309
2115|"I3"|11067
2116|"I3"|11068
2117|"I3"|11069
3428|"I3"|11756
3643|"I3"|11790
4339|"I3"|11902
4383|"I3"|12171
127|"I4"|162
249|"I4"|321
324|"I4"|415
388|"I4"|518
573|"I4"|8630
692|"I4"|8866
729|"I4"|8924
825|"I4"|9080
937|"I4"|9271
1198|"I4"|9715
1290|"I4"|9886
1342|"I4"|10015
1801|"I4"|10726
2118|"I4"|11070
2119|"I4"|11071
3436|"I4"|11761
3632|"I4"|278
4354|"I4"|12147
5616|"I4"|12628
351|"I5"|457
714|"I5"|8900
856|"I5"|9128
1379|"I5"|10068
2955|"I5"|11361
2956|"I5"|11364
2957|"I5"|11365
2958|"I5"|11366
2959|"I5"|11363
2960|"I5"|11360
2961|"I5"|11362
5617|"I5"|12629
21|"I6"|32
328|"I6"|422
383|"I6"|513
493|"I6"|8498
529|"I6"|8551
765|"I6"|8993
938|"I6"|9274
946|"I6"|9283
1055|"I6"|9459
1260|"I6"|9830
1391|"I6"|10095
1447|"I6"|10227
2121|"I6"|11073
2122|"I6"|11074
3408|"I6"|11754
3815|"I6"|11
3818|"I6"|222
3826|"I6"|8796
3828|"I6"|10498
3829|"I6"|8564
3883|"I6"|11849
3884|"I6"|11850
4094|"I6"|10788
4095|"I6"|9510
4096|"I6"|9599
4097|"I6"|223
4098|"I6"|9030
4099|"I6"|9208
4100|"I6"|11323
4375|"I6"|12165
4473|"I6"|12243
5483|"I6"|11833
5539|"I6"|12577
26|"I7"|37
83|"I7"|112
91|"I7"|120
179|"I7"|231
607|"I7"|8705
939|"I7"|9275
961|"I7"|9301
1087|"I7"|9512
1165|"I7"|9648
1381|"I7"|10070
2123|"I7"|11075
2962|"I7"|10446
2963|"I7"|10447
2964|"I7"|9578
2965|"I7"|9702
2966|"I7"|11367
2967|"I7"|8652
2968|"I7"|9720
2969|"I7"|11369
2970|"I7"|11368
2971|"I7"|11370
3885|"I7"|11851
4262|"I7"|12088
4264|"I7"|12089
4267|"I7"|12092
4346|"I7"|12141
5274|"I7"|12357
5275|"I7"|12358
5637|"I7"|12644
5638|"I7"|12645
5639|"I7"|12646
5730|"I7"|12729
54|"I8"|77
55|"I8"|78
69|"I8"|92
209|"I8"|272
228|"I8"|294
256|"I8"|331
465|"I8"|6499
546|"I8"|8572
780|"I8"|9011
794|"I8"|9034
1004|"I8"|9378
1062|"I8"|9470
1100|"I8"|9533
1180|"I8"|9678
1317|"I8"|9955
1352|"I8"|10029
1735|"I8"|10644
1739|"I8"|10655
2972|"I8"|11383
2973|"I8"|11382
2974|"I8"|11381
