220|21551|3|50.12|26
221|21551|1|100.03|29
222|21551|2|200.12|34
223|21551|5|67.23|39
21|21575|2|0|24770
22|21575|3|0|15258
23|21576|3|0|16094
24|21577|2|0|15265
25|21582|2|0|24222
26|21589|1|0|17006
27|21589|2|0|24100
28|21590|1|0|16114
29|21591|2|0|17006
211|21591|1|0|16114
212|21592|1|0|2221
213|21592|3|0|17037
214|21593|3|0|16094
215|21594|3|0|3824
216|21594|3|0|17037
218|21595|3|0|2412
219|21595|6|0|24998
224|21597|1|0|16110
225|21615|1|0|16114
227|21615|6|0|25093
228|21618|1|0|17037
229|21619|2|0|3505
230|21620|2|0|3824
231|21621|3|0|2412
232|21621|2|0|16094
21072|21623|2|0|3588
233|21624|1|0|1437
234|21625|1|0|2221
238|21625|1|0|16997
235|21626|1|0|17006
236|21626|1|0|15758
237|21626|2|0|5635
2162|21627|1|109.04|15846
2164|21627|1|109.04|15846
2647|21627|2|129|15846
2648|21627|1|41.92|2493
250|21628|1|114.05|243
251|21628|1|114.05|243
252|21628|1|101.05|24542
253|21628|1|101.05|24542
254|21628|1|162.77|17460
255|21628|1|188.58|1571
256|21628|1|67.46|3378
257|21628|1|121.45|243
258|21628|1|121.45|243
2139|21628|1|273.96|4761
2212|21628|1|331.86|15321
2281|21628|1|122.05|243
2364|21628|1|131.91|1396
2365|21628|2|44.2|1764
2417|21628|1|331.86|15321
2418|21628|1|331.86|15321
2588|21628|1|159.85|17460
246|21629|2|298.11|15507
247|21629|1|331.86|15321
248|21629|1|535.54|5503
249|21629|3|53.84|15654
239|21632|2|0|16114
21073|21633|2|0|2602
21074|21633|1|0|213
2521|21639|1|0|3482
240|21641|2|0|3482
241|21642|2|0|17037
242|21643|2|0|2189
243|21644|2|0|17037
244|21645|2|0|17016
245|21645|1|0|24100
2161|21646|1|312.73|24111
2163|21646|1|312.73|24111
265|21647|2|58.15|1124
272|21647|1|129.62|1550
273|21647|1|129.62|1550
259|21651|1|0|5947
260|21651|3|0|3916
261|21651|1|0|15943
262|21652|1|0|24715
263|21652|1|0|24100
264|21652|1|0|17006
266|21653|1|0|24100
267|21654|2|191.57|15393
281|21654|1|51.72|24046
282|21654|1|72.54|4320
2390|21654|1|154.3|1559
2391|21654|1|49.09|2954
2450|21654|1|59.46|5601
2451|21654|1|133.04|14418
2452|21654|1|97.14|14731
2453|21654|1|110.01|24659
274|21655|1|31.02|435
275|21655|1|38.04|23671
276|21655|2|20.52|2149
2674|21655|2|154.91|4246
268|21656|1|583|2027
269|21656|1|165.88|6120
270|21656|1|4.8|3446
271|21656|1|125.04|2751
2300|21656|1|58.99|5275
2301|21656|12|1.16|3415
2302|21656|4|14.62|2160
2304|21656|3|20.55|16034
2303|21656|3|20.55|16034
2378|21656|4|64.72|5013
2403|21656|1|137.51|102
2407|21656|2|69.16|15073
2487|21656|1|165.81|5387
2501|21656|1|8.22|119
2502|21656|1|84.72|5656
